duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label,attack_category,difficulty_level
3,udp,ssh,REJ,26,39,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,270,26,0.9,0.96,0.1,0.07,0.98,0.13,0.29,217,164,0.65,0.01,0.61,0.01,0.83,0.98,0.03,0.04,dos,DoS,14
14,tcp,ftp,SF,117,254,0,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,21,105,0.36,0.29,0.43,0.74,0.16,0.75,0.12,30,29,0.87,0.17,0.15,0.01,0.12,0.14,0.73,0.56,probe,Probe,17
53,udp,ftp_data,SF,2558,24007,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,32,90,0.01,0.01,0.03,0.03,0.96,0.06,0.04,193,216,0.49,0.19,0.48,0.11,0.02,0.01,0.04,0.02,normal,Normal,2
84,udp,smtp,SF,30698,28294,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,50,101,0.05,0.02,0.05,0.03,0.98,0.17,0.22,162,218,0.24,0.06,0.77,0.17,0.01,0.02,0.0,0.0,normal,Normal,11
2097,tcp,ftp,SF,3192,52901,0,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,17,19,0.07,0.09,0.01,0.01,0.67,0.2,0.14,25,93,0.38,0.06,0.79,0.29,0.06,0.06,0.08,0.01,r2l,R2L,15
59,tcp,ssh,SF,33069,24272,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,66,83,0.02,0.03,0.01,0.02,0.83,0.02,0.14,207,189,0.68,0.14,0.68,0.2,0.01,0.03,0.03,0.0,normal,Normal,2
42,tcp,dns,SF,41403,8927,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,30,179,0.02,0.04,0.02,0.02,0.96,0.02,0.04,9,93,0.25,0.02,0.32,0.2,0.02,0.03,0.0,0.01,normal,Normal,14
75,udp,ftp,SF,13205,17678,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,73,130,0.02,0.03,0.03,0.01,0.76,0.1,0.27,184,102,0.17,0.1,0.4,0.07,0.03,0.04,0.0,0.01,normal,Normal,10
3,udp,smtp,S0,925,98,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,252,184,0.85,0.75,0.0,0.05,0.98,0.14,0.25,115,20,0.77,0.13,0.55,0.16,0.8,0.99,0.06,0.08,dos,DoS,3
69,udp,telnet,SF,7363,40386,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,69,29,0.03,0.05,0.02,0.01,0.86,0.09,0.3,164,242,0.32,0.17,0.71,0.15,0.04,0.04,0.02,0.03,normal,Normal,19
2,tcp,ftp_data,S0,99,39,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,375,155,0.85,0.93,0.02,0.08,0.97,0.03,0.21,254,218,0.87,0.16,0.6,0.05,0.79,0.98,0.05,0.07,dos,DoS,2
3,udp,dns,SF,193,484,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,35,16,0.33,0.43,0.4,0.61,0.15,0.93,0.28,116,51,0.79,0.04,0.28,0.29,0.2,0.31,0.43,0.68,probe,Probe,13
89,tcp,ssh,RSTR,34411,6833,0,0,0,5,1,1,2,0,0,0,0,0,0,0,0,0,12,77,0.01,0.02,0.03,0.04,0.75,0.18,0.05,144,130,0.86,0.05,0.68,0.17,0.02,0.04,0.0,0.04,normal,Normal,12
90,udp,telnet,SF,21904,42886,0,0,0,5,1,1,2,0,0,0,0,0,0,0,0,0,67,171,0.04,0.02,0.04,0.02,0.93,0.01,0.17,167,97,0.5,0.17,0.3,0.26,0.01,0.04,0.02,0.01,normal,Normal,12
0,tcp,ftp,S0,657,71,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,236,142,0.76,0.78,0.03,0.01,0.98,0.1,0.08,74,35,0.5,0.12,0.84,0.0,0.81,0.87,0.08,0.09,dos,DoS,7
0,udp,nntp,S0,276,37,0,0,0,7,1,0,2,0,0,0,0,0,0,0,0,0,307,147,0.87,0.95,0.07,0.06,0.99,0.04,0.11,60,216,0.28,0.14,0.42,0.12,0.75,0.8,0.09,0.03,dos,DoS,19
28,tcp,pop3,S0,13985,30230,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,21,0.03,0.02,0.04,0.04,0.96,0.1,0.23,248,216,0.57,0.17,0.73,0.01,0.04,0.02,0.03,0.04,normal,Normal,16
4,tcp,other,OTH,716,17,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,224,55,0.77,0.84,0.06,0.01,0.99,0.13,0.29,185,59,0.34,0.08,0.88,0.15,0.84,0.74,0.05,0.02,dos,DoS,2
15,tcp,ftp,RSTO,3640,31894,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,45,161,0.04,0.0,0.04,0.02,0.92,0.0,0.12,122,133,0.52,0.17,0.21,0.01,0.03,0.01,0.04,0.01,normal,Normal,12
15,udp,other,S0,477,52,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,20,121,0.33,0.12,0.73,0.65,0.2,0.97,0.29,31,127,0.19,0.15,0.75,0.21,0.4,0.16,0.33,0.43,probe,Probe,14
74,tcp,nntp,SF,7627,28998,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,38,113,0.03,0.02,0.03,0.05,0.83,0.01,0.05,118,234,0.63,0.11,0.16,0.25,0.01,0.02,0.03,0.0,normal,Normal,9
65,udp,dns,SF,32089,42597,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54,38,0.04,0.01,0.03,0.02,0.95,0.11,0.19,23,37,0.7,0.04,0.94,0.1,0.04,0.01,0.0,0.01,normal,Normal,1
14,icmp,dns,SF,35111,23153,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,72,4,0.04,0.04,0.0,0.04,0.72,0.11,0.23,164,120,0.91,0.06,0.57,0.25,0.04,0.03,0.02,0.0,normal,Normal,6
99,icmp,smtp,SF,16982,14774,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,11,111,0.04,0.04,0.05,0.04,0.93,0.01,0.12,15,30,0.62,0.12,0.68,0.05,0.01,0.01,0.05,0.04,normal,Normal,9
4093,tcp,pop3,SF,2434,92807,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,11,4,0.01,0.06,0.02,0.04,0.48,0.11,0.01,147,164,0.47,0.2,0.83,0.16,0.09,0.03,0.06,0.01,r2l,R2L,1
4921,tcp,pop3,SF,2026,18828,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,28,144,0.06,0.09,0.08,0.05,0.67,0.15,0.28,73,206,0.41,0.2,0.39,0.23,0.08,0.02,0.05,0.08,r2l,R2L,9
44,tcp,telnet,SF,49992,1711,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,80,142,0.03,0.04,0.05,0.01,0.83,0.1,0.11,51,26,0.81,0.19,0.35,0.09,0.0,0.02,0.02,0.0,normal,Normal,2
13,tcp,nntp,SF,188,33,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,25,51,0.34,0.14,0.76,0.53,0.29,0.64,0.19,215,94,0.85,0.12,0.52,0.04,0.36,0.15,0.55,0.38,probe,Probe,4
84,tcp,ftp,SF,16284,11669,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,38,123,0.05,0.03,0.01,0.0,0.83,0.19,0.13,102,159,0.62,0.1,0.79,0.15,0.04,0.01,0.0,0.01,normal,Normal,18
12,tcp,other,SF,37928,19189,0,0,0,9,1,1,1,0,0,0,0,0,0,0,0,0,20,193,0.01,0.01,0.0,0.0,0.86,0.06,0.05,3,136,0.88,0.03,0.84,0.15,0.04,0.01,0.02,0.0,normal,Normal,20
3,udp,pop3,SF,967,8,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,317,43,0.96,0.84,0.1,0.0,0.98,0.19,0.01,14,218,0.6,0.1,0.16,0.13,0.97,0.82,0.08,0.07,dos,DoS,8
2,tcp,nntp,S0,209,11,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,220,198,0.83,0.84,0.04,0.06,0.96,0.14,0.11,144,77,0.84,0.14,0.69,0.02,0.97,0.77,0.04,0.07,dos,DoS,16
33,icmp,pop3,SF,45875,12143,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,43,61,0.04,0.02,0.03,0.04,0.99,0.03,0.14,234,126,0.82,0.17,0.43,0.2,0.02,0.0,0.03,0.04,normal,Normal,13
18,udp,http,S0,19221,47882,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,93,143,0.02,0.0,0.01,0.03,0.83,0.16,0.23,174,101,0.98,0.06,0.69,0.11,0.02,0.05,0.01,0.05,normal,Normal,15
0,tcp,smtp,SF,1560,23182,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,68,75,0.0,0.01,0.04,0.01,0.78,0.01,0.07,96,226,0.4,0.13,0.02,0.07,0.04,0.0,0.04,0.03,normal,Normal,19
1864,udp,dns,SF,3836,57175,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,17,42,0.01,0.05,0.06,0.05,0.63,0.17,0.06,92,214,0.42,0.0,0.02,0.02,0.03,0.03,0.02,0.1,r2l,R2L,15
34,tcp,http,SF,49700,2466,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,99,8,0.04,0.04,0.04,0.05,0.85,0.08,0.11,84,206,0.6,0.08,0.18,0.05,0.01,0.01,0.02,0.02,normal,Normal,2
22,tcp,ssh,SF,275,35491,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,33,159,0.01,0.01,0.03,0.04,0.74,0.04,0.01,104,109,0.52,0.05,0.84,0.13,0.05,0.01,0.05,0.0,normal,Normal,19
59,udp,dns,SF,14670,36080,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,36,88,0.0,0.04,0.02,0.02,0.79,0.13,0.23,43,73,0.88,0.02,0.77,0.25,0.01,0.01,0.03,0.03,normal,Normal,14
4,udp,ssh,S0,225,95,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,371,171,0.82,0.72,0.09,0.09,0.99,0.05,0.24,63,39,0.85,0.17,0.19,0.28,0.78,0.73,0.07,0.01,dos,DoS,4
53,udp,ssh,SF,3672,42630,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,44,136,0.05,0.02,0.02,0.03,0.96,0.09,0.12,81,23,0.65,0.08,0.78,0.28,0.04,0.01,0.03,0.02,normal,Normal,4
13,icmp,dns,SF,31662,49217,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,91,134,0.02,0.05,0.02,0.05,0.87,0.0,0.27,228,103,0.91,0.01,0.01,0.06,0.01,0.03,0.03,0.04,normal,Normal,14
24,tcp,other,SF,36381,27265,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,88,49,0.04,0.04,0.01,0.05,1.0,0.09,0.02,202,7,0.4,0.12,0.15,0.15,0.05,0.02,0.02,0.01,normal,Normal,10
49,tcp,telnet,SF,15686,49340,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,30,124,0.04,0.02,0.03,0.04,0.8,0.17,0.13,178,239,0.25,0.04,0.26,0.1,0.0,0.01,0.04,0.03,normal,Normal,19
79,tcp,pop3,SF,21158,2326,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,58,116,0.02,0.03,0.03,0.03,0.94,0.04,0.29,70,186,0.97,0.16,0.04,0.26,0.04,0.0,0.0,0.0,normal,Normal,9
3,udp,dns,SF,295,80,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,458,113,0.71,0.71,0.08,0.01,0.94,0.17,0.22,93,96,0.19,0.08,0.03,0.09,0.95,0.98,0.03,0.06,dos,DoS,17
30,tcp,telnet,SF,45201,43204,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,63,63,0.01,0.03,0.02,0.04,0.94,0.16,0.11,219,92,0.7,0.18,0.23,0.16,0.01,0.04,0.01,0.02,normal,Normal,14
20,tcp,other,SF,49384,20471,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,91,57,0.05,0.04,0.02,0.04,0.86,0.09,0.17,8,13,0.23,0.02,0.35,0.09,0.03,0.04,0.03,0.02,normal,Normal,19
3,icmp,ftp_data,S0,33899,23207,0,0,0,9,1,0,2,0,0,0,0,0,0,0,0,0,23,71,0.03,0.02,0.03,0.02,0.86,0.16,0.28,115,133,0.55,0.05,0.43,0.3,0.03,0.03,0.01,0.03,normal,Normal,7
0,udp,other,S0,924,59,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,250,197,0.78,0.92,0.07,0.07,0.95,0.09,0.03,182,185,0.8,0.11,0.23,0.07,0.95,0.8,0.06,0.01,dos,DoS,1
41,tcp,pop3,SF,49302,27760,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,83,171,0.02,0.0,0.03,0.01,0.91,0.17,0.19,217,228,0.95,0.19,0.53,0.0,0.04,0.02,0.03,0.01,normal,Normal,2
15,udp,telnet,SF,495,241,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,31,57,0.4,0.22,0.44,0.57,0.38,0.68,0.14,141,65,0.71,0.19,0.08,0.06,0.24,0.19,0.77,0.61,probe,Probe,7
4,tcp,nntp,S0,938,41,0,0,0,7,1,0,2,0,0,0,0,0,0,0,0,0,507,112,0.78,0.88,0.0,0.01,0.93,0.16,0.23,52,184,0.21,0.1,0.24,0.15,0.99,0.87,0.06,0.08,dos,DoS,2
31,icmp,ftp_data,REJ,30232,31260,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,82,185,0.03,0.03,0.03,0.04,0.88,0.06,0.14,23,234,0.49,0.17,0.14,0.15,0.02,0.04,0.02,0.03,normal,Normal,7
86,tcp,ftp,SF,14603,30149,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,34,105,0.03,0.04,0.02,0.02,0.81,0.17,0.16,133,189,0.66,0.19,0.58,0.19,0.04,0.01,0.01,0.02,normal,Normal,13
62,tcp,dns,SF,13636,37538,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,49,21,0.03,0.04,0.02,0.0,0.79,0.16,0.07,145,131,0.25,0.11,0.33,0.03,0.02,0.04,0.01,0.04,normal,Normal,9
1,tcp,nntp,OTH,383,211,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,35,32,0.48,0.44,0.6,0.32,0.3,0.97,0.2,228,119,0.37,0.01,0.83,0.15,0.12,0.24,0.37,0.53,probe,Probe,18
20,tcp,dns,SF,19951,3809,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,67,127,0.04,0.02,0.03,0.01,0.84,0.07,0.06,38,137,0.58,0.02,0.8,0.29,0.03,0.03,0.04,0.04,normal,Normal,18
33,icmp,ssh,SF,38231,18213,0,0,0,7,1,1,2,0,0,0,0,0,0,0,0,0,96,107,0.04,0.01,0.04,0.01,0.82,0.11,0.14,35,237,0.81,0.12,0.66,0.15,0.04,0.01,0.01,0.01,normal,Normal,8
50,udp,nntp,SF,35595,5705,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,66,4,0.03,0.02,0.01,0.0,0.71,0.1,0.12,64,51,0.39,0.15,0.54,0.14,0.01,0.05,0.0,0.03,normal,Normal,9
4,udp,ftp,S0,86,39,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,428,71,0.87,0.89,0.0,0.1,0.95,0.1,0.01,103,142,0.8,0.14,0.81,0.24,0.76,0.79,0.04,0.04,dos,DoS,3
1,tcp,smtp,REJ,555,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,461,112,0.84,0.79,0.07,0.09,0.98,0.12,0.29,156,230,0.53,0.18,0.45,0.26,0.73,0.71,0.08,0.09,dos,DoS,5
7,tcp,smtp,SF,25371,35535,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,48,92,0.02,0.05,0.01,0.03,0.98,0.2,0.15,60,192,0.35,0.11,0.87,0.06,0.04,0.02,0.02,0.04,normal,Normal,6
1,tcp,http,S0,548,72,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,205,75,0.79,0.72,0.01,0.03,0.99,0.19,0.08,124,31,0.16,0.05,0.4,0.22,0.95,0.9,0.08,0.06,dos,DoS,3
4059,tcp,telnet,SF,1529,39970,0,0,0,5,1,1,2,0,0,0,0,0,0,0,0,0,24,114,0.09,0.06,0.06,0.07,0.53,0.19,0.29,159,119,0.14,0.01,0.72,0.1,0.03,0.05,0.03,0.09,r2l,R2L,20
67,tcp,telnet,SF,44054,31418,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,64,171,0.02,0.02,0.01,0.01,0.72,0.2,0.02,227,189,0.52,0.16,0.96,0.0,0.04,0.04,0.05,0.04,normal,Normal,8
4233,udp,other,REJ,1178,61857,0,0,0,5,4,1,2,0,0,0,0,0,0,0,0,0,13,43,0.09,0.08,0.02,0.08,0.75,0.05,0.24,1,12,0.42,0.08,0.46,0.16,0.09,0.04,0.08,0.01,r2l,R2L,3
93,tcp,ftp,S0,43186,21526,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,42,0.04,0.03,0.03,0.03,0.88,0.19,0.1,5,48,0.16,0.01,0.07,0.24,0.03,0.0,0.05,0.01,normal,Normal,1
57,tcp,http,SF,35056,10564,0,0,0,6,0,1,2,0,0,0,0,0,0,0,0,0,10,86,0.01,0.02,0.01,0.02,0.7,0.16,0.29,121,249,0.75,0.05,0.26,0.12,0.03,0.01,0.04,0.04,normal,Normal,4
34,tcp,smtp,SF,45975,48734,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,47,132,0.02,0.03,0.03,0.01,0.83,0.16,0.08,145,107,0.65,0.0,0.02,0.08,0.05,0.0,0.01,0.02,normal,Normal,7
62,udp,telnet,SF,25512,22587,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,61,170,0.03,0.02,0.01,0.03,0.93,0.18,0.14,84,28,0.43,0.02,0.7,0.3,0.0,0.05,0.0,0.02,normal,Normal,6
1,tcp,pop3,REJ,596,41,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,419,172,0.83,0.98,0.07,0.09,0.92,0.11,0.03,85,208,0.61,0.11,0.9,0.09,0.85,0.93,0.05,0.08,dos,DoS,3
41,tcp,dns,SF,11163,29946,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,62,145,0.05,0.03,0.04,0.04,0.8,0.15,0.13,138,131,0.27,0.19,0.77,0.29,0.02,0.02,0.03,0.05,normal,Normal,3
17,udp,pop3,SF,738,28144,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,21,22,0.0,0.04,0.04,0.03,0.9,0.06,0.17,73,122,0.17,0.19,0.51,0.04,0.04,0.05,0.04,0.02,normal,Normal,16
3873,udp,other,SF,1569,49082,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,185,0.08,0.01,0.01,0.06,0.43,0.09,0.06,28,192,0.88,0.15,0.92,0.19,0.1,0.09,0.02,0.02,r2l,R2L,6
9,tcp,other,SF,433,258,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,79,0.5,0.39,0.67,0.32,0.23,0.63,0.03,149,2,0.34,0.16,0.86,0.08,0.39,0.25,0.38,0.64,probe,Probe,13
1,udp,dns,REJ,430,11,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,484,145,0.86,0.7,0.06,0.07,0.98,0.11,0.13,74,183,0.85,0.12,0.85,0.2,0.84,0.78,0.06,0.07,dos,DoS,12
2,tcp,pop3,S0,681,5,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,366,180,0.99,0.91,0.0,0.07,0.93,0.19,0.01,11,176,0.99,0.04,0.39,0.18,0.94,0.88,0.06,0.03,dos,DoS,1
2,tcp,ftp,S0,50,84,0,0,0,6,1,1,2,0,0,0,0,0,0,0,0,0,305,135,0.73,0.9,0.1,0.0,0.92,0.02,0.12,58,228,0.32,0.02,0.52,0.2,0.92,0.88,0.05,0.1,dos,DoS,9
1,udp,smtp,S0,898,74,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,346,24,0.75,0.77,0.08,0.1,1.0,0.13,0.09,205,85,0.29,0.08,0.69,0.05,0.84,0.77,0.05,0.01,dos,DoS,19
2,tcp,nntp,SF,426,333,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,38,67,0.23,0.38,0.37,0.79,0.27,0.62,0.2,56,143,0.52,0.05,0.05,0.07,0.48,0.21,0.31,0.43,probe,Probe,10
4,tcp,dns,REJ,926,58,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,457,110,0.77,0.76,0.03,0.03,0.93,0.01,0.22,242,68,0.72,0.04,0.73,0.26,0.89,0.94,0.06,0.08,dos,DoS,20
58,tcp,nntp,SF,5790,24589,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,64,56,0.02,0.01,0.01,0.04,0.92,0.01,0.22,13,9,0.94,0.09,0.91,0.12,0.02,0.02,0.03,0.02,normal,Normal,16
98,icmp,dns,SF,2551,47508,0,0,0,8,1,1,1,0,0,0,0,0,0,0,0,0,87,153,0.03,0.04,0.0,0.02,0.86,0.12,0.27,140,215,0.99,0.19,0.05,0.16,0.0,0.05,0.0,0.04,normal,Normal,10
92,tcp,ftp,SF,29042,15625,0,0,0,8,1,0,2,0,0,0,0,0,0,0,0,0,51,161,0.04,0.02,0.01,0.02,0.99,0.0,0.21,196,236,0.81,0.03,0.35,0.29,0.01,0.03,0.04,0.05,normal,Normal,13
97,tcp,ssh,SF,11950,36894,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,45,14,0.03,0.02,0.0,0.04,0.77,0.16,0.22,244,151,0.34,0.0,0.83,0.22,0.02,0.02,0.03,0.01,normal,Normal,13
15,tcp,other,SF,265,434,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,11,156,0.19,0.2,0.31,0.44,0.15,0.93,0.25,141,190,0.64,0.03,0.9,0.17,0.4,0.19,0.66,0.49,probe,Probe,8
84,tcp,http,SF,31515,31503,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,21,19,0.04,0.01,0.03,0.03,0.74,0.09,0.24,92,81,0.7,0.18,0.76,0.18,0.04,0.02,0.02,0.04,normal,Normal,6
44,udp,smtp,SF,5343,30362,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,30,15,0.03,0.0,0.0,0.02,0.73,0.08,0.29,82,252,0.71,0.1,0.9,0.17,0.01,0.02,0.04,0.03,normal,Normal,11
59,tcp,ftp,SF,33579,12841,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,37,146,0.05,0.01,0.0,0.04,0.83,0.17,0.22,251,170,0.25,0.11,0.1,0.0,0.05,0.02,0.02,0.01,normal,Normal,5
7,tcp,ftp,SF,17170,23863,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,80,172,0.01,0.01,0.01,0.04,1.0,0.19,0.04,159,198,0.8,0.01,0.03,0.03,0.0,0.01,0.04,0.05,normal,Normal,18
15,tcp,dns,S1,284,167,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,21,112,0.24,0.37,0.44,0.42,0.33,0.62,0.22,184,175,0.26,0.11,0.19,0.05,0.45,0.13,0.33,0.52,probe,Probe,7
1,tcp,smtp,SF,409,9,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,480,6,0.81,0.92,0.04,0.06,0.91,0.04,0.06,91,185,1.0,0.16,0.42,0.04,0.98,0.75,0.01,0.05,dos,DoS,14
66,tcp,other,SF,28729,7526,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,8,65,0.02,0.03,0.02,0.0,0.86,0.09,0.24,203,199,0.22,0.08,0.24,0.13,0.04,0.01,0.02,0.03,normal,Normal,18
4,udp,other,SF,405,78,0,0,0,7,0,1,2,0,0,0,0,0,0,0,0,0,43,150,0.3,0.47,0.35,0.61,0.11,0.67,0.21,240,138,0.66,0.07,0.34,0.15,0.44,0.44,0.38,0.8,probe,Probe,10
3,udp,smtp,S0,180,15,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,242,125,0.93,0.91,0.04,0.02,0.97,0.12,0.24,24,30,0.48,0.02,0.58,0.16,0.96,0.88,0.05,0.1,dos,DoS,4
9734,udp,smtp,SF,14417,4111,0,0,0,9,0,0,1,0,1,3,0,0,0,0,0,0,7,58,0.03,0.01,0.01,0.0,0.41,0.16,0.03,80,34,0.5,0.02,0.66,0.28,0.02,0.01,0.02,0.03,u2r,U2R,5
81,tcp,ftp_data,SF,18196,41671,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,49,157,0.04,0.01,0.03,0.02,0.7,0.12,0.16,111,151,0.51,0.1,0.46,0.2,0.04,0.0,0.0,0.02,normal,Normal,8
1,tcp,http,S0,623,30,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,427,14,0.87,0.74,0.06,0.1,0.95,0.14,0.04,129,17,0.67,0.04,0.01,0.28,0.8,0.73,0.09,0.03,dos,DoS,15
89,tcp,ftp,SF,26092,19046,0,0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,5,30,0.03,0.05,0.0,0.03,0.78,0.04,0.18,15,66,0.21,0.01,0.51,0.24,0.03,0.03,0.01,0.02,normal,Normal,8
7,tcp,ftp_data,SF,29226,4737,0,0,0,9,1,1,1,0,0,0,0,0,0,0,0,0,11,77,0.02,0.01,0.02,0.05,0.84,0.02,0.11,155,146,0.88,0.2,0.56,0.02,0.0,0.04,0.01,0.04,normal,Normal,7
83,tcp,pop3,SF,7288,40472,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,33,84,0.02,0.0,0.03,0.01,0.8,0.2,0.1,205,165,0.91,0.02,0.47,0.22,0.01,0.0,0.03,0.04,normal,Normal,13
75,icmp,pop3,SF,28367,49009,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,29,144,0.04,0.04,0.03,0.05,0.79,0.17,0.18,98,67,0.14,0.06,0.28,0.23,0.05,0.0,0.0,0.04,normal,Normal,5
4,tcp,http,S0,982,20,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,417,75,0.96,0.94,0.05,0.0,0.91,0.17,0.16,92,27,0.15,0.0,0.81,0.11,1.0,0.75,0.08,0.08,dos,DoS,4
86,tcp,smtp,S3,34074,1337,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,59,103,0.01,0.01,0.05,0.01,0.98,0.17,0.0,179,44,0.43,0.19,0.25,0.01,0.04,0.04,0.04,0.01,normal,Normal,4
2,tcp,telnet,SF,5377,30337,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,84,67,0.0,0.03,0.04,0.02,0.7,0.09,0.29,134,1,0.91,0.07,0.21,0.13,0.01,0.02,0.04,0.04,normal,Normal,14
2,tcp,pop3,S0,427,57,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,487,3,0.82,0.94,0.06,0.07,0.95,0.09,0.18,221,92,0.3,0.02,0.56,0.1,0.82,0.98,0.03,0.06,dos,DoS,11
